CaseID,duration,Children6to17,childage,parental,childgender,sleepneeds,oftbathpar,oftmusicpar,oftalcoholpar,oftreadpar,oftyogapar,oftTVpar,oftonlinepar,oftOTCpar,oftotherpar,bed_school,wake_school,bed_nonschool,wake_nonschool,bedhours_school,bedhours_nonschool,sleephours_school,sleephours_nonschool,wakeupatnight,sleepinschool
153,11,1,12,1,1,8,3,3,4,1,4,2,2,4,4,10,7,10,8,9,10,8,9,1,1
212,34,2,11,1,2,10,4,3,4,1,4,2,2,3,1,11,8,12,11,9,11,8,9,2,1
262,4,2,13,1,2,8,3,3,4,2,4,2,4,3,4,9,6,10,7,9,9,8,9,1,1
266,8,2,9,1,1,9,3,3,3,3,4,3,3,4,4,9,6,9,7,9,10,8,9,1,1
269,12,1,16,1,1,8,4,4,4,1,4,4,4,2,4,9,6,10,8,9,10,8,9,1,1
273,7,2,10,1,2,8,3,3,4,3,4,2,2,2,4,9,6,10,9,9,11,8,9,1,1
274,5,2,10,1,2,10,2,4,4,1,4,4,4,4,4,9,6,9,8,9,11,8,9,3,1
285,30,3,13,1,1,8,2,4,4,4,4,2,4,2,4,11,7,12,9,8,9,8,9,1,1
291,10,1,11,1,2,8,3,3,4,2,4,3,3,4,-1,9,7,10,9,10,11,8,9,3,1
302,9,2,9,1,1,8,4,4,2,2,4,4,4,4,4,9,7,11,9,10,10,8,9,3,1
309,5,2,15,1,1,9,3,3,4,2,4,2,4,4,4,10,6,10,7,8,9,8,9,2,1
321,9153,2,12,1,2,8,1,2,3,2,4,2,1,3,3,8,7,9,8,11,11,8,9,2,1
343,6,1,6,1,1,8,4,4,4,4,4,4,4,4,4,9,7,9,8,10,11,8,9,2,1
372,8455,2,13,1,1,8,1,2,3,2,2,2,2,3,2,10,7,10,7,9,9,8,9,2,1
375,9,2,15,1,1,8,3,2,4,3,4,2,2,3,4,9,5,11,8,8,9,8,9,1,1
383,8,1,16,1,1,8,1,4,2,1,4,4,4,4,4,10,7,11,9,9,10,8,9,1,1
394,5,1,12,1,2,10,2,4,4,2,4,2,3,4,4,9,6,10,10,9,12,8,9,1,1
448,7,1,13,1,2,9,4,4,4,1,4,2,4,3,4,10,7,13,11,9,10,8,9,1,2
462,10,2,13,1,1,9,3,3,3,4,4,1,1,4,4,10,6,10,8,8,10,8,9,1,1
464,20,3,13,1,1,8,1,1,4,1,2,3,4,4,4,9,6,11,8,9,9,8,9,1,1
474,6,2,11,1,2,9,4,4,3,2,4,3,2,3,2,9,7,10,8,10,10,8,9,3,1
509,11,2,12,1,1,9,4,4,2,4,4,4,4,4,4,10,7,11,8,9,9,8,9,2,1
510,9,1,15,1,1,9,4,4,4,1,4,2,2,4,4,10,6,12,10,8,10,8,9,1,1
517,7,1,15,1,1,8,1,1,3,2,3,2,2,1,2,10,7,10,8,9,10,8,9,2,1
556,14,1,16,1,1,8,4,4,4,1,4,4,4,4,4,10,7,11,9,9,10,8,9,2,1
568,114,2,13,1,1,8,2,3,2,2,4,1,2,1,4,9,7,11,9,10,10,8,9,2,1
571,9,1,8,1,1,8,3,3,4,2,4,2,2,2,2,9,7,10,8,10,10,8,9,1,1
587,9,1,12,2,1,9,2,2,3,2,3,2,2,3,3,10,7,12,11,9,11,8,9,2,2
594,6,1,15,1,1,8,3,3,3,1,4,1,4,4,4,10,7,12,9,9,9,8,9,2,2
606,8,2,14,2,2,7,4,4,1,4,4,1,1,3,4,9,6,11,10,9,11,8,9,1,2
608,7,1,14,1,1,6,4,4,4,4,4,1,4,4,4,9,6,11,10,9,11,8,9,2,1
629,17,3,11,1,2,8,3,4,3,4,4,1,3,4,4,9,6,10,8,9,10,8,9,2,1
632,8,2,11,1,1,8,2,4,4,3,4,2,3,4,4,10,6,11,8,8,9,8,9,1,1
640,5499,1,16,1,2,10,1,3,4,4,2,2,2,2,4,10,6,10,7,8,9,8,9,1,1
687,21,2,12,1,2,8,1,3,3,1,4,1,1,3,1,9,7,11,10,10,11,8,9,2,1
701,18,1,15,1,2,8,3,3,3,3,3,2,3,3,2,9,7,11,9,10,10,8,9,1,1
707,15,1,14,1,2,8,4,3,4,3,4,1,4,4,-1,9,6,11,9,9,10,8,9,1,1
710,11,1,12,2,2,8,2,1,4,4,4,2,3,1,3,9,6,11,10,9,11,8,9,2,2
712,16,1,8,1,1,8,3,3,4,4,4,2,2,4,3,8,7,9,8,11,11,8,9,2,1
741,8,1,15,1,1,9,3,4,3,1,4,3,3,4,2,10,6,11,8,8,9,8,9,1,1
782,82,3,12,1,2,9,3,3,1,2,4,2,4,3,2,10,7,11,8,9,9,8,9,1,1
784,6,1,15,1,2,9,3,3,4,1,4,2,4,2,4,9,6,9,8,9,11,8,9,1,2
805,191,1,11,1,2,9,4,4,2,4,4,2,4,4,4,8,6,10,8,10,10,8,9,2,1
814,9,1,13,1,2,9,4,2,4,4,4,1,4,4,4,9,7,13,10,10,9,8,9,1,2
825,6,1,14,1,2,9,1,1,3,1,2,2,3,3,4,10,6,11,9,8,10,8,9,1,2
843,625,1,16,1,1,9,3,3,4,1,2,3,3,4,4,10,7,11,9,9,10,8,9,1,1
853,14,2,12,1,2,9,4,4,4,2,4,1,4,4,4,9,7,9,8,10,11,8,9,1,1
869,12,2,15,1,2,9,3,4,4,2,4,4,4,4,4,11,8,12,9,9,9,8,9,1,2
874,10,1,15,1,1,9,3,3,3,2,4,2,3,2,2,10,6,11,8,8,9,8,9,1,1
878,40,3,17,1,2,9,1,2,4,1,2,2,2,4,2,9,7,10,9,10,11,8,9,1,1
890,15,1,17,1,1,8,3,2,3,3,4,1,2,4,4,9,6,11,9,9,10,8,9,2,1
899,57,1,17,1,2,9,2,2,4,2,2,4,4,4,4,10,7,11,9,9,10,8,9,1,1
905,2561,1,16,2,2,9,2,2,2,2,2,2,4,2,2,10,6,11,8,8,9,8,9,1,3
926,18,1,8,1,1,9,1,3,2,2,3,1,1,3,1,9,7,10,8,10,10,8,9,2,1
942,10,3,14,1,1,8,3,2,3,1,4,2,3,3,4,10,7,11,9,9,10,8,9,1,1
959,12,3,17,1,2,8,3,3,4,3,4,3,4,4,3,#NULL!,#NULL!,12,9,#NULL!,9,8,9,1,2
971,24,1,13,1,1,9,2,3,2,3,4,3,3,2,4,10,6,11,8,8,9,8,9,2,2
973,16,1,13,1,2,9,3,3,4,2,-1,3,2,4,1,10,7,11,8,9,9,8,9,1,1
999,8,1,13,1,2,8,4,3,3,2,4,1,1,4,3,10,6,11,8,8,9,8,9,1,1
1004,12,1,11,2,1,9,1,4,4,4,4,4,4,4,4,9,6,10,7,9,9,8,9,3,1
1005,1260,1,7,2,2,9,4,2,4,2,4,2,4,4,-1,9,6,10,8,9,10,8,9,2,2
1028,9,1,13,3,1,8,2,3,3,3,3,2,3,3,4,10,7,11,10,9,11,8,9,2,1
1034,8,1,16,1,2,8,4,4,4,4,4,2,4,4,4,10,7,12,10,9,10,8,9,1,1
1035,12,1,11,1,2,9,1,1,3,2,4,2,2,4,3,10,7,11,9,9,10,8,9,2,-1
1056,6,1,12,1,2,9,4,4,2,2,4,2,2,4,4,9,6,11,9,9,10,8,9,1,1
1059,9,1,16,1,2,10,2,1,4,2,4,1,2,2,2,9,6,10,8,9,10,8,9,2,1
1071,9,1,16,1,2,7,1,3,2,3,4,2,3,3,4,#NULL!,#NULL!,12,9,#NULL!,9,8,9,2,1
1074,6,3,15,1,1,9,4,4,3,4,4,4,4,3,4,11,7,11,7,8,8,8,9,1,1
1080,10,1,15,1,2,9,2,3,4,1,2,1,2,3,4,11,7,12,10,8,10,8,9,2,1
1092,10,2,12,1,2,9,4,3,4,2,4,2,2,3,4,9,6,11,10,9,11,8,9,2,2
1093,5,2,15,1,2,9,3,2,2,1,4,1,4,1,4,8,6,10,10,10,12,8,9,2,4
1103,7,1,17,1,1,8,4,4,4,4,4,2,3,3,4,11,6,11,8,7,9,8,9,1,1
1112,12,1,8,1,2,8,2,3,4,1,4,4,4,1,2,8,6,10,8,10,10,8,9,1,1
1114,37,1,16,1,1,8,1,2,3,2,3,1,2,3,2,10,6,#NULL!,#NULL!,8,#NULL!,8,9,2,2
1118,18,2,12,1,1,8,1,2,3,3,4,2,2,3,4,10,7,11,9,9,10,8,9,1,1
1132,11,1,15,1,1,9,2,3,4,4,4,1,1,4,4,10,6,12,9,8,9,8,9,2,1
1135,7,1,15,1,1,8,3,3,4,2,4,4,4,4,4,9,6,9,8,9,11,8,9,2,1
1180,16,1,10,1,2,8,3,4,4,4,4,3,3,4,4,9,7,10,8,10,10,8,9,2,1
1209,25,1,11,1,1,8,3,2,4,2,4,4,4,4,4,10,6,11,7,8,8,8,9,1,1
1212,6,2,12,1,1,10,3,4,4,3,4,1,4,4,4,9,6,11,9,9,10,8,9,1,1
1215,7,2,15,1,2,8,3,2,4,1,4,1,4,4,4,10,8,10,9,10,11,8,9,2,1
1226,18,2,17,1,2,9,2,2,2,2,4,2,2,3,3,10,6,11,10,8,11,8,9,2,2
1241,20,3,17,1,2,8,1,4,3,2,4,1,2,3,3,10,6,11,8,8,9,8,9,1,1
1243,33,4,9,1,2,9,2,3,4,2,4,1,2,4,3,9,7,10,9,10,11,8,9,2,1
1251,11,1,17,1,1,8,3,3,2,2,4,3,4,3,3,10,6,10,8,8,10,8,9,1,1
1253,12,2,11,1,1,8,1,2,4,1,3,1,-1,4,4,9,6,10,8,9,10,8,9,1,1
1259,13,1,14,2,1,9,2,2,4,4,4,2,4,4,-1,8,6,12,10,10,10,8,9,1,1
1306,19,1,9,1,2,10,2,3,4,3,4,2,2,3,3,9,6,10,8,9,10,8,9,1,1
1308,21,1,12,1,1,8,3,2,4,2,4,2,3,4,4,10,7,12,9,9,9,8,9,2,1
1342,10,2,13,1,1,8,4,4,4,2,4,3,4,4,4,9,5,11,9,8,10,8,9,1,2
1347,7,2,12,1,1,8,1,4,4,4,4,1,4,4,4,9,6,11,9,9,10,8,9,2,1
1353,7,2,10,1,1,8,2,3,4,2,4,1,2,1,2,9,7,9,8,10,11,8,9,2,1
1366,8,1,17,1,2,8,3,4,4,2,4,2,2,4,4,10,8,11,8,10,9,8,9,1,1
1385,102,1,9,1,2,9,3,3,4,1,4,1,1,4,3,9,6,10,8,9,10,8,9,3,1
1387,26,2,11,1,1,9,1,3,4,2,4,1,3,4,3,10,6,10,8,8,10,8,9,1,1
1396,5,2,9,1,2,8,4,4,4,4,4,3,4,4,4,8,7,8,9,11,13,8,9,1,1
1402,20,1,17,1,2,7,3,4,4,4,4,4,4,4,4,11,9,12,10,10,10,8,9,1,2
1434,9,2,10,1,1,9,4,4,1,4,4,3,4,4,2,9,7,10,8,10,10,8,9,1,1
1458,19,2,16,1,2,8,3,4,4,3,4,1,4,4,4,11,7,11,8,8,9,8,9,2,1
1479,6,3,16,1,1,10,4,4,4,2,4,4,4,4,4,10,7,12,9,9,9,8,9,1,1
1481,27,1,17,1,1,8,1,2,4,2,4,2,4,3,2,10,7,13,10,9,9,8,9,2,1
1500,10,2,12,1,2,8,3,3,1,2,4,2,2,3,4,9,6,10,8,9,10,8,9,1,1
1518,8,3,9,1,2,9,4,4,4,4,4,1,4,4,4,#NULL!,#NULL!,10,8,#NULL!,10,8,9,1,1
4,6,1,9,1,2,8,2,2,2,2,3,2,2,3,4,9,7,10,9,10,11,9,9,2,1
19,9,4,9,1,1,8,4,2,4,4,4,4,4,4,4,9,7,10,8,10,10,9,9,2,1
24,15,1,7,1,1,8,2,3,3,1,4,2,3,2,3,8,6,9,7,10,10,9,9,1,1
27,10,3,10,1,2,10,2,2,3,2,2,1,3,4,4,9,7,10,9,10,11,9,9,2,1
61,12,1,13,1,1,10,4,4,4,4,4,2,2,2,4,10,8,11,9,10,10,9,9,1,1
65,23,1,7,1,2,9,1,2,2,1,4,2,2,3,2,10,7,10,8,9,10,9,9,2,1
70,9,1,8,1,2,10,4,4,4,4,4,4,4,4,4,9,7,9,7,10,10,9,9,1,1
74,6,2,12,1,1,8,4,3,4,2,4,2,3,4,4,10,7,10,7,9,9,9,9,2,1
81,15,2,11,1,1,9,2,2,3,2,2,3,2,3,2,9,7,12,10,10,10,9,9,1,2
82,5,1,11,1,1,8,4,4,4,4,4,1,4,4,4,9,6,10,7,9,9,9,9,1,1
85,4,3,13,1,2,9,4,4,4,2,4,4,4,4,4,8,6,9,8,10,11,9,9,2,1
102,9,3,10,1,2,9,2,2,3,3,3,2,3,2,4,9,7,12,9,10,9,9,9,1,1
108,6,2,14,1,1,9,4,4,4,4,4,1,4,4,4,9,6,9,7,9,10,9,9,1,1
111,20,4,8,1,1,10,3,1,3,2,2,2,2,3,4,8,7,9,7,11,10,9,9,2,1
112,742,3,10,1,2,10,2,3,3,2,4,2,4,4,4,8,6,#NULL!,#NULL!,10,#NULL!,9,9,2,1
113,9,2,9,1,1,9,2,4,3,3,4,1,3,4,4,9,6,10,8,9,10,9,9,1,1
127,5,2,15,1,2,9,1,1,4,1,2,3,3,3,3,8,6,9,7,10,10,9,9,1,1
144,11,1,7,1,2,10,4,4,2,2,3,1,1,4,3,9,7,9,6,10,9,9,9,2,1
145,7,2,9,1,1,9,3,2,4,2,4,2,3,4,4,8,6,9,7,10,10,9,9,1,1
156,7,2,9,1,1,8,4,4,4,3,4,3,4,4,4,9,6,10,7,9,9,9,9,2,1
163,7,3,13,1,1,10,2,3,2,1,4,2,3,3,3,10,7,9,8,9,11,9,9,1,1
164,6697,1,17,1,1,7,4,-1,4,4,4,4,4,3,4,#NULL!,#NULL!,9,5,#NULL!,8,9,9,1,1
165,7,2,8,1,2,10,3,3,4,3,4,1,2,2,4,9,7,9,8,10,11,9,9,1,1
175,1222,2,8,1,1,9,2,2,3,2,3,2,2,2,2,9,8,10,8,11,10,9,9,2,1
200,8,4,7,1,1,10,4,4,4,2,4,4,4,4,4,9,7,10,8,10,10,9,9,1,1
203,8,2,11,1,1,8,4,2,3,2,4,2,2,3,4,9,7,11,9,10,10,9,9,2,1
217,8,2,6,1,1,9,2,3,4,3,4,3,4,3,3,9,7,9,7,10,10,9,9,1,1
219,5,1,8,1,2,9,4,4,4,2,4,1,2,4,4,9,7,11,9,10,10,9,9,2,1
226,8,2,8,1,1,10,3,3,3,3,3,3,3,3,3,9,7,10,8,10,10,9,9,2,1
270,7,2,8,1,1,8,1,1,3,2,2,2,3,2,4,9,6,10,8,9,10,9,9,3,1
289,10,2,11,1,2,8,3,3,4,3,4,1,2,3,3,8,6,9,7,10,10,9,9,1,1
296,73,2,11,1,1,9,3,4,4,2,4,4,4,4,4,9,7,10,7,10,9,9,9,1,1
301,12,1,7,1,1,9,3,4,4,1,4,2,4,4,4,9,7,10,7,10,9,9,9,1,2
310,8,2,12,1,1,9,1,3,4,3,4,4,3,4,4,9,6,9,7,9,10,9,9,1,1
313,570,1,15,1,1,9,4,4,4,2,4,4,4,2,4,10,7,11,8,9,9,9,9,1,1
315,4,1,9,1,1,10,4,4,4,4,4,4,4,4,4,8,6,8,7,10,11,9,9,1,1
327,11,1,8,1,1,10,4,4,2,2,4,4,4,4,4,8,6,10,9,10,11,9,9,1,1
347,9,2,8,1,1,9,2,3,4,3,4,2,3,4,4,9,6,10,9,9,11,9,9,1,1
356,7,2,9,1,1,9,4,4,4,4,4,4,4,4,4,#NULL!,#NULL!,10,8,#NULL!,10,9,9,1,1
360,5,2,13,1,2,10,3,4,4,3,4,2,3,3,2,9,7,10,8,10,10,9,9,1,1
369,6,1,6,1,2,9,3,2,3,1,4,1,4,4,1,8,6,9,7,10,10,9,9,1,1
381,8,1,15,1,2,9,3,3,3,2,4,2,4,4,4,9,6,11,10,9,11,9,9,1,1
406,11,2,6,1,2,9,1,2,4,1,4,3,3,4,4,9,8,10,9,11,11,9,9,1,1
439,10056,2,8,1,2,10,4,4,4,1,4,2,2,4,4,9,8,9,9,11,12,9,9,1,1
446,14,1,6,1,2,9,3,4,4,3,4,2,4,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,2,1
471,20,4,12,1,2,9,3,3,4,2,4,2,2,4,3,9,7,10,8,10,10,9,9,1,1
483,8,1,6,1,2,10,3,3,3,2,4,1,3,2,3,9,7,10,8,10,10,9,9,2,1
498,15,2,9,1,1,10,2,4,4,2,4,1,4,4,4,8,7,10,9,11,11,9,9,2,1
512,7,2,10,1,1,9,4,4,4,3,4,2,2,4,4,9,6,10,7,9,9,9,9,1,1
527,7,2,10,1,2,9,2,2,3,3,-1,1,3,4,2,8,6,9,8,10,11,9,9,2,1
539,14,1,13,1,2,8,2,3,4,3,4,1,2,4,4,8,5,11,8,9,9,9,9,1,1
544,5,1,15,1,2,9,3,3,4,2,4,2,4,4,3,8,6,11,9,10,10,9,9,2,1
547,21,2,8,1,1,10,4,3,4,2,3,3,2,3,4,8,7,9,7,11,10,9,9,2,1
559,5,4,12,1,1,8,4,1,4,4,4,4,4,3,4,10,8,11,8,10,9,9,9,1,1
566,10,2,9,1,2,9,3,4,4,2,2,2,4,4,2,9,7,9,8,10,11,9,9,3,1
604,14,1,6,1,1,8,4,3,4,3,4,1,3,4,4,8,6,8,6,10,10,9,9,2,1
623,9,3,14,1,1,10,2,3,4,2,2,3,2,4,4,10,8,12,10,10,10,9,9,2,1
647,10,1,6,1,1,9,2,4,4,4,4,1,1,4,4,9,7,9,8,10,11,9,9,1,1
650,10,4,8,1,1,9,1,3,4,1,4,4,4,3,4,8,6,10,9,10,11,9,9,1,1
653,8,2,10,1,2,9,4,4,2,3,4,1,4,4,2,13,12,13,12,10,10,9,9,1,1
665,6,3,6,1,2,10,3,3,4,4,4,2,-1,3,3,8,6,9,7,10,10,9,9,3,1
667,52,1,11,2,1,9,1,4,4,1,4,4,4,4,4,9,6,9,6,9,9,9,9,1,1
676,6,1,13,1,1,10,2,2,3,2,3,2,3,3,3,7,6,7,7,11,12,9,9,1,1
689,10,1,10,1,2,9,3,2,4,2,3,1,2,3,4,9,7,9,7,10,10,9,9,2,1
693,8,1,6,5,1,9,1,4,3,3,4,1,3,3,4,9,7,10,8,10,10,9,9,1,1
696,16,3,11,1,1,10,4,4,4,4,4,4,4,4,4,9,7,10,8,10,10,9,9,2,1
704,51,1,11,1,2,8,1,4,4,4,4,2,4,4,4,9,6,10,8,9,10,9,9,2,1
706,7,1,7,1,1,10,2,2,4,1,4,4,4,4,2,9,7,9,7,10,10,9,9,1,1
721,10,1,10,1,2,9,3,3,4,3,4,1,3,4,4,9,6,11,8,9,9,9,9,1,1
735,38,1,6,1,1,10,1,3,3,2,4,2,2,4,4,#NULL!,#NULL!,10,10,#NULL!,12,9,9,1,1
742,11,2,8,1,2,9,2,1,4,3,4,4,4,4,4,8,6,9,7,10,10,9,9,2,1
750,11,1,8,1,2,10,3,3,4,3,4,3,3,4,3,8,6,9,7,10,10,9,9,2,1
759,119,2,7,1,1,10,4,4,4,3,4,3,3,4,4,8,6,10,8,10,10,9,9,1,1
767,19,1,7,1,2,10,2,2,4,2,3,2,4,3,2,8,6,9,7,10,10,9,9,2,1
774,8,3,12,1,1,9,2,3,4,2,4,3,3,4,4,9,7,10,8,10,10,9,9,1,1
777,230,2,8,1,1,10,2,2,3,1,1,2,4,4,3,8,6,9,7,10,10,9,9,1,1
780,10,1,10,1,2,6,3,3,2,1,3,3,3,2,4,9,7,10,9,10,11,9,9,2,1
786,13,1,11,1,2,10,1,2,4,4,4,1,4,4,4,11,10,11,10,11,11,9,9,1,1
795,11,2,7,1,1,9,3,3,3,3,3,2,4,3,4,10,7,12,9,9,9,9,9,1,1
800,11,1,7,1,2,8,2,2,4,4,4,2,3,4,4,10,7,10,7,9,9,9,9,1,1
812,11,1,9,1,1,9,1,4,3,3,4,2,2,2,2,9,7,10,8,10,10,9,9,2,1
813,956,2,12,1,1,9,3,3,4,2,4,4,3,3,2,9,7,10,7,10,9,9,9,1,1
826,11,2,10,1,1,9,1,2,4,2,4,2,2,4,4,9,7,10,7,10,9,9,9,1,1
833,7,2,6,1,2,9,2,4,4,2,4,3,4,4,4,8,6,9,7,10,10,9,9,1,1
844,7,2,15,2,2,8,4,4,4,4,4,2,4,4,4,10,6,11,9,8,10,9,9,1,1
850,13,4,7,1,2,8,4,4,4,1,4,2,2,4,4,9,7,10,8,10,10,9,9,1,1
854,27,2,6,1,1,10,3,3,4,3,3,1,1,4,3,8,7,8,7,11,11,9,9,2,1
866,11,3,8,1,2,8,1,3,3,1,4,2,2,3,4,8,6,9,7,10,10,9,9,2,1
907,5,1,15,2,1,9,3,3,4,3,4,2,2,4,4,9,6,10,7,9,9,9,9,1,1
913,4,1,7,1,1,9,2,2,2,2,4,4,4,4,4,#NULL!,#NULL!,8,6,#NULL!,10,9,9,1,1
918,29,2,8,1,1,8,3,2,2,2,3,2,2,3,3,9,7,9,7,10,10,9,9,3,1
922,6,1,6,1,1,9,2,2,4,3,4,2,2,4,4,10,7,11,8,9,9,9,9,1,1
935,12,2,9,1,1,9,1,1,2,2,4,2,1,3,4,8,6,10,7,10,9,9,9,1,1
938,20,1,8,2,2,10,3,3,3,1,3,3,3,3,3,8,7,9,8,11,11,9,9,1,2
983,11,1,7,1,2,9,2,3,4,1,3,3,3,3,3,9,7,10,8,10,10,9,9,2,1
1017,2907,1,7,1,2,9,1,3,4,2,4,2,4,4,4,9,6,10,7,9,9,9,9,1,1
1030,14,3,11,1,1,9,4,4,4,1,4,2,4,4,2,11,8,11,8,9,9,9,9,1,1
1041,10,1,6,1,1,8,3,4,3,2,4,4,4,4,4,9,7,#NULL!,#NULL!,10,#NULL!,9,9,2,1
1042,8,1,6,1,1,10,4,4,4,4,4,4,4,4,4,9,7,9,7,10,10,9,9,2,1
1048,16,2,10,1,1,10,3,3,3,1,4,1,3,2,3,9,7,10,7,10,9,9,9,1,1
1057,11,3,6,1,1,10,4,4,4,2,4,2,4,4,4,9,7,9,7,10,10,9,9,2,1
1069,16,3,8,1,1,9,1,4,3,3,3,3,3,4,4,9,8,11,10,11,11,9,9,2,1
1072,138,1,7,1,1,9,4,4,4,3,4,3,3,4,4,9,7,9,7,10,10,9,9,1,1
1098,4,1,11,1,1,9,4,4,2,1,4,4,4,4,4,9,6,9,6,9,9,9,9,1,1
1109,163,2,7,1,1,7,4,-1,4,1,-1,1,2,4,4,9,7,9,7,10,10,9,9,1,1
1129,8,2,8,1,2,9,2,3,3,3,3,2,2,4,3,8,6,8,6,10,10,9,9,1,1
1149,8,1,10,1,2,10,3,3,3,3,4,3,4,4,4,9,8,9,8,11,11,9,9,4,1
1168,13,1,13,1,1,8,3,3,4,1,4,4,4,3,4,9,7,10,7,10,9,9,9,2,1
1170,9,1,7,1,2,9,2,4,4,4,4,4,4,4,4,8,6,8,6,10,10,9,9,2,1
1174,10,2,12,1,2,10,3,4,3,2,4,2,4,4,3,9,7,10,10,10,12,9,9,1,1
1219,10,2,6,1,1,9,2,2,3,3,2,1,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,2,2
1261,23,1,12,5,1,9,1,3,4,2,4,2,3,2,4,9,6,10,7,9,9,9,9,1,1
1267,8,3,7,1,1,9,3,3,4,4,4,4,4,4,4,8,6,8,6,10,10,9,9,1,1
1271,7,2,7,1,1,9,2,3,4,2,2,1,3,4,4,9,8,11,9,11,10,9,9,1,1
1281,14,2,6,1,1,11,1,3,3,2,2,2,2,3,3,10,7,10,7,9,9,9,9,1,2
1284,7,2,9,1,1,10,3,3,4,2,2,4,4,4,4,8,7,9,7,11,10,9,9,2,1
1307,8,2,9,1,1,9,4,4,4,3,3,4,4,4,4,9,7,9,7,10,10,9,9,1,1
1309,7,3,9,1,2,10,4,3,3,2,4,2,2,4,3,9,7,11,8,10,9,9,9,1,1
1317,9,1,7,1,2,10,2,2,3,2,3,2,2,3,3,8,7,9,8,11,11,9,9,2,1
1321,7,1,9,1,1,10,2,2,4,1,2,3,2,3,4,8,7,10,8,11,10,9,9,2,1
1331,6,2,11,1,1,10,4,4,4,2,4,4,4,4,4,10,7,10,8,9,10,9,9,2,1
1345,14,2,10,1,2,8,1,1,4,3,4,1,1,4,4,#NULL!,#NULL!,13,10,#NULL!,9,9,9,1,1
1364,13,2,10,1,2,9,2,4,4,1,4,2,3,4,4,10,7,11,8,9,9,9,9,1,1
1399,23,3,10,1,2,8,2,4,4,4,4,4,4,2,4,9,6,9,7,9,10,9,9,1,1
1412,595,2,10,1,1,9,3,3,3,3,4,2,4,4,4,8,7,8,8,11,12,9,9,1,1
1415,8,2,11,5,1,9,1,1,4,2,4,2,4,4,4,8,5,9,6,9,9,9,9,1,1
1422,16,2,8,1,2,8,3,3,4,3,4,2,1,1,4,9,7,10,8,10,10,9,9,2,1
1440,7,1,14,2,1,14,3,4,4,3,4,1,4,4,4,10,12,10,12,14,14,9,9,3,1
1442,7,3,9,1,2,11,2,2,4,3,4,4,4,4,4,8,6,9,7,10,10,9,9,2,1
1448,6,5,10,1,1,9,2,2,4,4,4,2,2,4,4,8,7,9,8,11,11,9,9,3,2
1449,7,1,11,1,2,9,2,3,4,2,4,2,3,4,4,9,6,10,7,9,9,9,9,1,1
1463,6,1,9,1,2,8,4,4,2,4,4,1,1,4,4,8,7,9,8,11,11,9,9,2,1
1467,6,2,11,1,1,8,4,4,4,3,4,4,4,4,4,9,7,9,7,10,10,9,9,3,1
1475,6,2,8,1,1,10,2,2,4,3,4,3,4,4,4,8,6,8,6,10,10,9,9,1,1
1491,9,3,13,1,1,8,4,4,4,-1,4,1,-1,3,4,8,6,9,8,10,11,9,9,1,1
1506,9,4,13,1,2,9,4,4,4,1,4,4,4,4,4,9,7,10,8,10,10,9,9,1,1
1523,10,1,10,1,2,10,3,4,4,4,4,4,4,4,4,8,7,9,8,11,11,9,9,3,1
1533,6,1,9,1,1,10,3,3,4,2,4,2,3,3,2,8,6,8,6,10,10,9,9,2,1
1544,22,2,8,1,2,10,3,2,2,1,3,2,2,4,4,8,6,9,8,10,11,9,9,1,2
52,5,1,7,1,2,10,4,4,1,4,4,1,4,2,4,8,6,9,7,10,10,10,9,1,1
96,13,1,6,1,2,11,4,4,4,2,4,2,4,4,4,8,7,9,7,11,10,10,9,1,1
210,7,2,8,1,1,10,3,4,4,2,4,2,2,4,4,8,7,9,7,11,10,10,9,1,1
282,15,2,9,1,2,11,4,4,4,2,2,4,4,4,-1,8,7,8,7,11,11,10,9,1,1
284,11,2,7,1,2,8,3,4,3,3,4,1,2,2,3,9,7,11,8,10,9,10,9,1,1
317,15,2,8,1,1,11,3,4,3,3,3,1,4,3,4,8,7,9,7,11,10,10,9,1,1
399,3,1,6,1,2,10,1,2,2,1,3,3,-1,2,2,8,6,10,6,10,8,10,9,1,2
411,9,1,8,1,1,10,2,3,3,2,2,2,-1,2,2,8,6,10,8,10,10,10,9,1,1
573,9,4,8,1,2,10,4,4,3,4,4,4,4,4,4,8,7,10,8,11,10,10,9,2,1
578,12,1,9,1,1,10,2,3,4,2,4,3,3,4,4,9,7,10,8,10,10,10,9,1,1
622,8,1,7,1,1,10,3,3,4,3,3,3,3,4,3,8,7,9,7,11,10,10,9,1,1
717,6,1,7,1,1,10,4,4,4,4,4,4,4,4,4,8,6,#NULL!,#NULL!,10,#NULL!,10,9,2,1
769,13,2,11,3,2,8,2,2,4,3,4,3,3,3,4,9,7,10,8,10,10,10,9,2,1
824,12,2,10,1,2,11,3,4,3,3,4,1,3,2,4,9,8,11,7,11,8,10,9,2,1
876,7,1,8,1,2,9,4,4,4,4,4,4,4,4,4,9,8,9,8,11,11,10,9,1,1
941,6,1,11,1,2,10,1,3,4,3,4,1,2,4,4,9,7,9,8,10,11,10,9,1,1
974,8,2,10,1,2,10,3,4,4,3,4,2,4,2,2,8,7,9,7,11,10,10,9,2,1
