CaseID,weight,tm_start,tm_finish,duration,Xspanish,S1,Children6to17,S2A,S3_Selected_Child_Age,childage,parental,S2_1_Other,S2_2,childgender,ChildrenUnder6,ChildrenHH,sleepqualpar,sleepqualchild,imp_moodpar,imp_healthpar,imp_perfpar,imp_moodchild,imp_healthchild,imp_perfchild,imp_behavchild,sleepneeds,oftbathpar,oftmusicpar,oftalcoholpar,oftreadpar,oftyogapar,oftTVpar,oftonlinepar,oftOTCpar,oftRXpar,oftotherpar,Q5_j_other,Q5_j_other_Codes,oftbathchild,oftmusicchild,oftreadchild,oftyogachild,oftTVchild,oftonlinechild,oftmedchild,Q7a,Q7a_AM_PM,Q7a_Follow,bed_school,Q7b,Q7b_AM_PM,Q7b_Follow,wake_school,Q7c,Q7c_AM_PM,Q7c_Follow,bed_nonschool,Q7d,Q7d_AM_PM,Q7d_Follow,wake_nonschool,bedhours_school,bedhours_nonschool,sleephours_school,sleephours_nonschool,sleeparrange,wakeupatnight,sleepinschool,TVparBR,compparBR,tabletparBR,cellparBR,gameparBR,mp3parBR,TVparoff,compparoff,tabletparoff,cellparoff,gameparoff,mp3paroff,TVchildBR,compchildBR,tabletchildBR,cellchildBR,gamechildBR,mp3childBR,TVchildoff,compchildoff,tabletchildoff,cellchildoff,gamechildoff,mp3childoff,diffeveningpar,diffpetspar,diffinnoisepar,diffoutnoisepar,difftemppar,difflightpar,diffTVpar,diffcomppar,difftabletpar,diffcellpar,diffvideopar,diffmp3par,diffHWchild,diffeveningchild,diffpetschild,diffinnoisechild,diffoutnoisechild,difftempchild,difflightchild,diffTVchild,diffcompchild,difftabletchild,diffcellchild,diffvideochild,diffmp3child,sendtextpar,sendtextchild,regmealpar,regbedpar,regwakepar,regbreakfastchild,regmealchild,regbedchild,regwakechild,rulesbedtime,rulesTV,rulescaff,rulesphone,rulescomptab,rulesgames,impactperf,impactmood,impactbehav,impactquallife,marital,PPAGE,PPAGECAT7,ppagect4,PPEDUC,PPEDUC4A,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSING,PPINCIMP,PPMSA,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,pph10002,pph1acid,pph1adhd,pph1anxi,pph1brea,pph1afib,pph1bipo,pph1canc,pph1pain,pph1cysf,pph1depr,pph1diab,pph1epil,pph1eyed,pph1gout,pph1hatk,pph1hprb,pph1hepc,pph1hype,pph1chol,pph1hiv,pph1kidn,pph1meno,pph1mood,pph1ms,pph1osar,pph1oste,pph1pmen,pph1psor,pph1arth,pph1alle,pph1scha,pph1scph,pph1skin,pph1inso,pph1stro,pph1ment,pph1othr,pph1none,marital2,PPRACE2,PPRACE4,PPINC10,PPINC7,PPINC6,PPINC3,PPEDUC4B,PPEDUCCOLL,PPAGECAT4,PPAGE2_40,PPAGE2_45,PPAGE2_50,PPWORK2,parental2,sleephours_school5,sleephours_nonschool5,sleephours_school3,sleephours_nonschool3,sleephours_school3_10,sleephours_nonschool3_10,sleephours_school2,sleephours_nonschool2,bedhours_school3_10,bedhours_nonschool3_10,bedhours_school4,bedhours_nonschool4,electparBRcount,electparBR3,electparBR,electparoffcount,electparoff3,electparoff,electchildBRcount,electchildBR3,electchildBR,electchildoffcount,electchildoff3,electchildoff,electparchild,TVparall,compparall,tabletparall,cellparall,gameparall,mp3parall,TVchildall,compchildall,tabletchildall,cellchildall,gamechildall,mp3childall,sleepqualpar3,sleepqualpar2,sleepqualchild3,sleepqualchild2,oftbathpar2,oftmusicpar2,oftalcoholpar2,oftreadpar2,oftyogapar2,oftTVpar2,oftonlinepar2,oftOTCpar2,oftRXpar2,oftotherpar2,oftbathchild2,oftmusicchild2,oftreadchild2,oftyogachild2,oftTVchild2,oftonlinechild2,oftmedchild2,bed_school4,bed_school3,bed_nonschool4,bed_nonschool3,wake_school4,wake_school3,wake_nonschool4,wake_nonschool3,sleeparrange2_room,sleeparrange2_bed,wakeupatnight2,sleepinschool2,diffHWchild2,diffeveningchild2,diffpetschild2,diffinnoisechild2,diffoutnoisechild2,difftempchild2,difflightchild2,diffTVchild2,diffcompchild2,difftabletchild2,diffcellchild2,diffvideochild2,diffmp3child2,diffeveningpar2,diffpetspar2,diffinnoisepar2,diffoutnoisepar2,difftemppar2,difflightpar2,diffTVpar2,diffcomppar2,difftabletpar2,diffcellpar2,diffvideopar2,diffmp3par2,diffchildcount,diffchild3,diffchild,diffparcount,diffpar3,diffpar,sendtextpar2,sendtextchild2,rulesbedtime2,rulesTV2,rulescaff2,rulesphone2,rulescomptab2,rulesgames2,rulesbedtime3,rulesTV3,rulescaff3,rulesphone3,rulescomptab3,rulesgames3,rulescount,rules4,rules3,rules2,rulesenfbedtime3,rulesenfTV3,rulesenfcaff3,rulesenfphone3,rulesenfcomptab3,rulesenfgames3,rulesenfcount,rulesenf4,rulesenf3,rulesenf2,impactperf2,impactmood2,impactbehav2,impactquallife2,impactcount,impact3,impact2,sleepneeds3,sleepneeds3_10,childrenHH4,childrenHH3,childage6,childage5,childage4,childage4x3,childage3,childage3_school,childage2_11,childage2_12,childage2_13,childage3_15,childage2_15,electactiveparBR,electactivechildBR,electactiveparoff,electactivechildoff,shortfall,rulesenfbedtime2,rulesenfTV2,rulesenfcaff2,rulesenfphone2,rulesenfcomptab2,rulesenfgames2
180,0.2520,13/12/13 3:21,13/12/13 3:30,8,1,1,1,16,#NULL!,16,2,,#NULL!,1,0,1,2,4,1,1,1,1,1,1,1,10,4,4,4,4,4,2,4,4,4,4,,#NULL!,4,3,1,4,1,1,3,3,1,#NULL!,13,6,1,#NULL!,6,3,1,#NULL!,13,3,2,#NULL!,13,3,12,4,13,3,1,4,1,1,1,1,2,1,2,1,1,2,#NULL!,1,2,1,2,1,2,1,#NULL!,1,#NULL!,2,#NULL!,1,2,2,1,4,3,4,4,3,4,3,#NULL!,4,4,4,4,4,4,4,4,#NULL!,1,#NULL!,1,#NULL!,2,4,4,1,1,2,2,1,3,2,4,3,3,4,3,3,1,1,1,1,1,40,3,2,13,4,1,2,1,3,1,17,1,3,6,1,62,0,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.00,1.00,1.00,9.00,6.00,5.00,3.00,4.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,5.00,1.00,3.00,1.00,3.00,1.00,2.00,1.00,3.00,1.00,4.00,5.00,3.00,1.00,2.00,3.00,2.00,3.00,2.00,2.00,1.00,2.00,2.00,4.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,4.00,3.00,4.00,3.00,1.00,1.00,4.00,3.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,1.00,#NULL!,1.00,#NULL!,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,#NULL!,2.00,3.00,3.00,2.00,6.00,3.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,3.00,2.00,2.00,3.00,2.00,2.00,4.00,2.00,2.00,1.00,3.00,2.00,2.00,3.00,2.00,2.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,3.00,3.00,1.00,1.00,6.00,5.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00
1027,0.9166,19/12/13 6:38,19/12/13 6:58,19,2,1,2,#NULL!,9,9,1,,#NULL!,2,1,3,3,1,1,1,1,1,1,1,1,8,2,2,4,2,4,1,4,4,4,4,,#NULL!,4,4,4,4,4,4,4,9,2,#NULL!,9,7,1,#NULL!,7,11,2,#NULL!,11,9,1,#NULL!,9,10,10,9,13,3,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,34,2,2,4,1,4,2,1,5,1,8,1,4,8,1,86,0,1,1,1,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,4.00,5.00,3.00,3.00,2.00,3.00,2.00,2.00,3.00,3.00,4.00,4.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,0.00,1.00,1.00,0.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,6.00,4.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,5.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,1.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00
635,1.3663,17/12/13 21:43,17/12/13 21:53,10,1,1,1,14,#NULL!,14,1,,#NULL!,1,0,1,4,3,1,1,1,1,1,1,1,10,1,3,3,3,4,1,2,3,3,3,,-1,1,2,2,4,1,1,4,11,2,#NULL!,11,7,1,#NULL!,7,3,1,#NULL!,13,3,2,#NULL!,13,8,12,6,12,3,2,3,1,1,1,1,2,1,2,1,1,2,#NULL!,1,1,2,2,1,1,1,2,#NULL!,#NULL!,2,1,1,4,4,2,4,2,3,2,4,4,4,#NULL!,4,4,4,4,4,4,4,3,1,#NULL!,#NULL!,1,3,4,1,4,1,2,2,2,2,2,2,3,3,4,3,3,2,1,1,2,2,1,37,3,2,11,3,2,2,1,4,1,16,1,3,5,1,52,0,0,0,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00,2.00,3.00,8.00,5.00,5.00,3.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,5.00,1.00,3.00,1.00,3.00,1.00,2.00,1.00,3.00,2.00,4.00,5.00,3.00,1.00,2.00,3.00,2.00,4.00,2.00,2.00,2.00,3.00,2.00,4.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,3.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,4.00,3.00,4.00,3.00,1.00,1.00,4.00,3.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,#NULL!,#NULL!,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,#NULL!,2.00,4.00,3.00,2.00,4.00,3.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,3.00,2.00,2.00,2.00,5.00,3.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,3.00,3.00,1.00,1.00,5.00,4.00,4.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00
3,0.4241,12/12/13 22:04,12/12/13 22:16,11,1,1,1,17,#NULL!,17,2,,#NULL!,1,0,1,4,1,2,3,3,1,2,1,1,8,4,1,4,2,4,2,4,4,4,4,,#NULL!,4,4,4,4,1,1,4,11,2,#NULL!,11,7,1,#NULL!,7,2,1,#NULL!,13,3,2,#NULL!,13,8,13,7,12,3,1,1,1,2,1,1,2,2,2,#NULL!,2,1,#NULL!,#NULL!,1,2,1,1,1,1,2,#NULL!,2,2,1,2,4,4,4,4,3,4,4,#NULL!,4,4,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,4,3,2,4,4,4,2,2,2,2,2,2,2,4,4,4,1,4,1,1,1,1,2,5,44,3,2,10,3,1,1,1,2,1,8,0,3,6,1,62,0,0,0,1,1,4,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,5.00,1.00,3.00,1.00,3.00,1.00,2.00,1.00,3.00,2.00,4.00,3.00,2.00,1.00,2.00,3.00,2.00,5.00,3.00,2.00,4.00,3.00,2.00,4.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,3.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,4.00,3.00,4.00,3.00,1.00,1.00,4.00,3.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,#NULL!,2.00,2.00,#NULL!,#NULL!,2.00,3.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,3.00,3.00,3.00,1.00,3.00,1.00,2.00,2.00,2.00,1.00,3.00,3.00,3.00,1.00,3.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,1.00,1.00,1.00,6.00,5.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00
265,0.6404,13/12/13 13:16,13/12/13 13:25,8,1,1,1,16,#NULL!,16,1,,#NULL!,2,0,1,2,3,3,1,3,2,1,2,2,8,4,4,4,3,4,2,3,4,4,4,,#NULL!,2,1,2,4,2,2,4,11,2,#NULL!,11,6,1,#NULL!,6,10,2,#NULL!,10,10,1,#NULL!,10,7,12,7,12,3,2,1,1,2,2,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,2,2,1,2,1,2,#NULL!,#NULL!,1,3,4,1,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,4,4,4,2,4,4,2,4,#NULL!,#NULL!,4,4,2,1,1,1,2,3,1,2,2,1,4,1,1,4,2,1,2,2,1,52,4,3,13,4,1,1,1,3,1,16,1,3,5,1,59,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,8.00,5.00,5.00,3.00,4.00,2.00,3.00,2.00,2.00,2.00,1.00,1.00,2.00,5.00,1.00,3.00,1.00,3.00,1.00,2.00,1.00,3.00,1.00,4.00,2.00,1.00,1.00,0.00,1.00,1.00,4.00,2.00,2.00,2.00,3.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,3.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,4.00,3.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,#NULL!,#NULL!,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,#NULL!,#NULL!,2.00,4.00,3.00,2.00,2.00,3.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,3.00,1.00,1.00,3.00,4.00,2.00,2.00,1.00,2.00,1.00,3.00,1.00,1.00,3.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,1.00,1.00,1.00,6.00,5.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,3.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00
1091,0.7192,19/12/13 14:21,19/12/13 14:30,9,1,1,1,15,#NULL!,15,1,,#NULL!,1,1,2,3,2,1,2,2,1,1,1,1,10,2,3,2,3,4,1,4,3,3,4,,#NULL!,1,1,2,4,2,4,4,10,2,#NULL!,10,6,1,#NULL!,6,11,2,#NULL!,11,12,2,1,12,8,13,7,12,3,1,1,1,2,1,2,2,1,1,#NULL!,1,#NULL!,#NULL!,1,2,2,1,2,1,1,#NULL!,#NULL!,2,#NULL!,1,1,2,4,4,4,2,4,4,#NULL!,4,#NULL!,#NULL!,4,3,2,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,4,4,4,4,2,1,1,2,1,2,2,3,2,4,1,1,-1,2,1,2,2,1,47,4,3,10,3,1,2,1,4,1,16,1,2,3,1,34,0,0,0,1,3,7,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,1.00,1.00,8.00,5.00,5.00,3.00,2.00,1.00,3.00,2.00,2.00,1.00,2.00,1.00,2.00,5.00,1.00,3.00,1.00,3.00,1.00,2.00,1.00,3.00,2.00,4.00,3.00,2.00,1.00,0.00,1.00,1.00,3.00,2.00,2.00,1.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,3.00,2.00,3.00,2.00,1.00,1.00,4.00,3.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,#NULL!,2.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,#NULL!,2.00,#NULL!,#NULL!,2.00,2.00,3.00,2.00,2.00,3.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,9.00,2.00,2.00,3.00,1.00,1.00,9.00,4.00,2.00,2.00,1.00,2.00,2.00,3.00,1.00,1.00,9.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,3.00,3.00,2.00,2.00,5.00,4.00,4.00,4.00,3.00,3.00,2.00,2.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,9.00
30,6.0606,12/12/13 22:36,12/12/13 22:49,13,1,1,3,#NULL!,11,11,1,,#NULL!,1,1,4,2,2,1,1,2,1,1,1,1,10,3,3,3,1,4,2,2,4,4,2,Spending time with husband.,#NULL!,3,3,2,4,2,3,4,10,2,#NULL!,10,7,1,#NULL!,7,9,2,#NULL!,9,9,1,#NULL!,9,9,12,8,12,2,1,1,2,2,1,1,2,2,#NULL!,#NULL!,1,2,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,4,4,#NULL!,#NULL!,3,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,33,2,2,10,3,3,2,1,6,1,15,1,4,9,1,93,0,1,3,0,2,7,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,2.00,4.00,7.00,4.00,4.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,3.00,5.00,2.00,3.00,1.00,3.00,2.00,2.00,2.00,3.00,3.00,4.00,2.00,1.00,1.00,1.00,2.00,2.00,0.00,1.00,1.00,0.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,2.00,2.00,2.00,2.00,2.00,#NULL!,#NULL!,2.00,2.00,#NULL!,#NULL!,1.00,2.00,2.00,0.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,6.00,4.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,5.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00
263,6.0606,13/12/13 13:15,13/12/13 13:44,29,1,1,3,#NULL!,14,14,1,,#NULL!,1,0,3,4,2,2,-1,1,2,2,2,2,8,3,3,2,2,4,1,2,4,4,2,have sex,#NULL!,2,1,3,4,2,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,11,2,#NULL!,11,11,1,#NULL!,11,#NULL!,12,8,12,3,1,2,1,1,2,1,1,1,2,1,#NULL!,2,2,2,1,2,1,1,1,1,2,#NULL!,2,2,2,2,2,2,1,1,1,3,4,4,#NULL!,4,4,4,2,2,2,3,3,3,3,3,#NULL!,3,3,3,3,2,2,3,2,2,1,1,1,1,3,3,3,3,3,3,2,2,2,2,1,44,3,2,10,3,3,2,1,5,1,12,1,2,4,2,45,0,0,0,3,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,2.00,4.00,4.00,3.00,3.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,3.00,5.00,2.00,3.00,1.00,3.00,2.00,2.00,#NULL!,3.00,#NULL!,4.00,5.00,3.00,1.00,4.00,3.00,2.00,5.00,3.00,2.00,5.00,3.00,2.00,4.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,#NULL!,#NULL!,3.00,2.00,#NULL!,#NULL!,3.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,#NULL!,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,#NULL!,2.00,2.00,2.00,12.00,3.00,2.00,6.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,6.00,4.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,1.00,3.00,3.00,5.00,4.00,4.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
486,0.9058,14/12/13 21:52,14/12/13 22:08,15,1,1,4,#NULL!,12,12,1,,#NULL!,1,1,5,4,1,1,1,1,1,1,1,1,10,2,2,3,3,4,1,1,1,3,3,soak my feet,#NULL!,3,2,3,4,1,1,4,9,2,#NULL!,9,6,1,#NULL!,6,12,1,2,12,12,2,1,12,9,12,8,12,3,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,#NULL!,#NULL!,#NULL!,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,3,4,3,#NULL!,#NULL!,#NULL!,4,3,4,4,1,2,1,1,2,2,1,2,2,4,2,2,2,1,1,1,1,1,35,3,2,10,3,1,2,1,7,4,12,1,3,5,2,56,0,2,2,1,2,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,4.00,3.00,3.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,2.00,3.00,1.00,3.00,2.00,2.00,2.00,3.00,3.00,4.00,6.00,3.00,1.00,2.00,3.00,2.00,3.00,2.00,2.00,3.00,3.00,2.00,4.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,4.00,3.00,1.00,1.00,4.00,3.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,#NULL!,#NULL!,#NULL!,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,5.00,3.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,3.00,2.00,2.00,2.00,5.00,3.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,3.00,3.00,4.00,3.00,4.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00
